seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,fertilizer_collected,unsold_units,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
11,0,B_cow_sheep,B_cow_sheep,58257.0,58257.0,0,DONE,719,16.839,4853,0.9472,0.578,640,155,10,2,1,3,4.0275,0
11,1,B_cow_sheep,B_cow_sheep,58257.0,58257.0,0,DONE,719,16.839,4853,0.9472,0.578,640,155,10,2,1,3,3.3902,0
11,0,B_cow_sheep,A_diversified,61242.0,39878.0,1,DONE,719,21.434,4853,0.9472,0.578,640,155,10,2,1,3,9.5713,0
11,1,A_diversified,B_cow_sheep,39878.0,61242.0,0,DONE,719,21.434,4025,0.9563,0.5801,540,124,25,1,4,4,7.7208,0
11,0,B_cow_sheep,C_goose_wheat,58633.0,28671.0,1,DONE,719,20.803,4853,0.9472,0.578,640,155,10,2,1,3,12.9963,0
11,1,C_goose_wheat,B_cow_sheep,28671.0,58633.0,0,DONE,719,20.803,4853,0.9289,0.5724,741,109,4,2,0,0,5.8123,0
11,0,A_diversified,B_cow_sheep,35463.0,56510.0,0,DONE,719,17.222,4025,0.9439,0.5712,532,122,55,1,4,17,3.8251,0
11,1,B_cow_sheep,A_diversified,56510.0,35463.0,1,DONE,719,17.222,4853,0.9472,0.578,640,155,10,2,1,3,4.1024,0
11,0,C_goose_wheat,B_cow_sheep,28671.0,58633.0,0,DONE,719,19.863,4853,0.9289,0.5724,741,109,4,2,0,0,4.472,0
11,1,B_cow_sheep,C_goose_wheat,58633.0,28671.0,1,DONE,719,19.863,4853,0.9472,0.578,640,155,10,2,1,3,4.9246,0
12,0,B_cow_sheep,B_cow_sheep,33895.0,33484.0,1,DONE,719,17.303,4853,0.947,0.5774,644,155,7,2,1,3,4.1643,0
12,1,B_cow_sheep,B_cow_sheep,33484.0,33895.0,0,DONE,719,17.303,4853,0.9472,0.578,632,155,10,2,1,3,5.5443,0
12,0,B_cow_sheep,A_diversified,49042.0,27794.0,1,DONE,719,22.174,4853,0.947,0.5774,644,155,7,2,1,3,8.81,0
12,1,A_diversified,B_cow_sheep,27794.0,49042.0,0,DONE,719,22.174,4025,0.9448,0.5714,521,125,35,0,3,25,5.0013,0
12,0,B_cow_sheep,C_goose_wheat,49573.0,26717.0,1,DONE,719,19.354,4853,0.947,0.5774,644,155,7,2,1,3,4.3089,0
12,1,C_goose_wheat,B_cow_sheep,26717.0,49573.0,0,DONE,719,19.354,4853,0.9289,0.5724,741,109,4,2,0,0,3.8568,0
12,0,A_diversified,B_cow_sheep,27167.0,48954.0,0,DONE,719,19.057,4025,0.9463,0.5727,521,125,0,0,3,25,6.3688,0
12,1,B_cow_sheep,A_diversified,48954.0,27167.0,1,DONE,719,19.057,4853,0.9472,0.578,640,155,10,2,1,3,5.7194,0
12,0,C_goose_wheat,B_cow_sheep,27305.0,49493.0,0,DONE,719,19.603,4853,0.9285,0.5716,743,110,32,2,0,0,7.5577,0
12,1,B_cow_sheep,C_goose_wheat,49493.0,27305.0,1,DONE,719,19.603,4853,0.9472,0.578,640,155,10,2,1,3,3.5251,0
13,0,B_cow_sheep,B_cow_sheep,48653.0,48653.0,0,DONE,719,17.095,4853,0.947,0.5776,640,155,10,2,1,3,6.8027,0
13,1,B_cow_sheep,B_cow_sheep,48653.0,48653.0,0,DONE,719,17.095,4853,0.9472,0.578,640,155,10,2,1,3,3.4462,0
